EVENT_DATE,YEAR,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,LOCATION,LATITUDE,LONGITUDE,SOURCE,SOURCE_SCALE,FATALITIES,TIMESTAMP
05-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Al Mazraq,16.558,43.198,AFP; Yemen Data Project; Yemen News Agency (SABA) - Pro-Hadi,Local partner-National,7,1645477134
05-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Harad,16.41,43.059,Yemen Data Project; Yemen News Agency (SABA) - Pro-Hadi; AFP,Local partner-National,7,1645477134
06-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Taizz - At Tashrifat Military Camp,13.588,44.032,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,5,1644873439
06-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Taizz - Republican Palace,13.582,44.033,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,5,1644873439
06-Feb-22,2022,Battles,Armed clash,STC: Southern Transitional Council (Aden Security),,2,STC: Southern Transitional Council (Aden Security),,2,22,Middle East,Yemen,Aden - Aden International Airport,12.827,45.031,Al Masdar; Al Ayyam (Yemen); Crater Sky; Yemen Data Project; Al Mushahid,Local partner-National,1,1644873439
06-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Yemen),Al Islah Party,3,Police Forces of Yemen (2012-),,1,13,Middle East,Yemen,Taizz - Ar Rawdah,13.593,44.018,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,1,1644873439
06-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Yemen),Al Islah Party,3,Police Forces of Yemen (2012-),,1,13,Middle East,Yemen,Taizz - Ath Thawrah,13.586,44.024,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,1,1644873439
06-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Military Forces of Yemen (2012-) Border Guard,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Harad,16.41,43.059,Al Mushahid; Yemen News Agency (SABA) - Pro-Hadi; Yemen Data Project; AFP,Local partner-National,7,1645477134
06-Feb-22,2022,Violence against civilians,Attack,Unidentified Tribal Militia (Yemen),,4,Civilians (Yemen),Unidentified Tribal Group (Yemen); Farmers (Yemen),7,47,Middle East,Yemen,Huth,16.231,43.968,Al Masdar,National,1,1646084036
07-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Suq Sirwah,15.449,45.019,Yemen Data Project; Al Mawqea,Local partner-National,10,1644873439
07-Feb-22,2022,Battles,Armed clash,STC: Southern Transitional Council (Security Belt Forces),,2,STC: Southern Transitional Council (Security Belt Forces),,2,22,Middle East,Yemen,Jaar,13.223,45.306,Yemen Data Project; Ansar Allah; Al Mahrah Post,Local partner-National,1,1644873439
07-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Wadi al Jufrah (North),15.833,44.939,Yemen Data Project; Al Mawqea,Local partner-National,10,1644873439
07-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Barashah,13.847,43.532,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,9,1644873439
07-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Southern Resistance,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Aqabat Thirah,13.887,45.774,Aden al Ghad,Subnational,10,1644873440
07-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Saudi Press Agency; Yemen News Agency (SABA) - Pro-Houthi; AFP; Yemen Data Project,Local partner-National,7,1645477134
07-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Al Hazrayn,16.433,42.95,Yemen Data Project; AFP; Yemen GD,Local partner-National,7,1645477134
07-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Ash Shaab,16.341,43.164,AFP; Khabar News Agency (Yemen); Twitter; Yemen Data Project; Yemen Press Agency,Local partner-National,7,1645477134
07-Feb-22,2022,Violence against civilians,Attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),Civilians (International),7,78,Middle East,Yemen,Ar Raqw,17.255,43.203,Yemen Data Project; Naba News,Local partner-National,1,1645477134
07-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Jabal al Hayjah,16.43,43.141,Khabar News Agency (Yemen); Yemen Data Project; Twitter; AFP; Yemen Press Agency,Local partner-National,7,1645477134
07-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope; Military Forces of Yemen (2012-) Border Guard,1,11,Middle East,Yemen,Al Mihsam Camp,16.412,43.096,Twitter; Yemen Press Agency; Yemen Data Project; AFP; Khabar News Agency (Yemen),Local partner-National,7,1645477134
07-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Harad,16.41,43.059,AFP; Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,6,1645477134
07-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Ahim Junction,16.326,43.089,2 December News; Yemen GD; AFP; Yemen Data Project,Local partner-National,6,1645477134
07-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Harad,16.41,43.059,Yemen Data Project; 2 December News; AFP; Yemen GD,Local partner-National,6,1645477134
08-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Xinhua; Saudi Press Agency,Regional-International,30,1644873439
08-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Operation Restoring Hope,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Al Buqa,17.332,44.607,21 September News; Yemen Data Project,Local partner-National,10,1644873439
08-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Popular Resistance,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Jabal al Aqsha,15.89,45.171,Twitter; Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1644873439
08-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Hays,13.932,43.483,Aden al Ghad; Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,2,1644873439
08-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Saudi Press Agency,Regional,10,1644873440
08-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Harad,16.41,43.059,Xinhua,International,10,1644873440
09-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Hajjah,15.694,43.606,Yemen Data Project; Aden al Ghad,Local partner-National,10,1644873439
09-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Yemen Data Project; Aden al Ghad,Local partner-National,10,1644873439
09-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Popular Resistance,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Jabal al Aqsha,15.89,45.171,Yemen Data Project; Khabar News Agency (Yemen); 26 September News,Local partner-National,10,1644873439
09-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Al Anin,13.536,43.871,Al Mashhad Al Yemeni - Pro-Hadi; Yemeni Army; Yemen Data Project,Local partner-National,10,1644873439
09-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Al Jubb,13.831,44.601,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,5,1644873439
09-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Subayra,13.838,44.588,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,5,1644873439
09-Feb-22,2022,Violence against civilians,Attack,Giants Brigade,,3,Civilians (Yemen),Al Hadar Tribal Group (Yemen),7,37,Middle East,Yemen,Harib,14.932,45.504,Yemen Data Project; 21 September News,Local partner-National,2,1644873439
09-Feb-22,2022,Violence against civilians,Attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),Women (Yemen),7,17,Middle East,Yemen,Wahir,13.545,43.878,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,1,1644873439
09-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2012-),Popular Resistance,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Wadi al Jufrah (North),15.833,44.939,Yemen Data Project; 26 September News; Khabar News Agency (Yemen),Local partner-National,10,1644873439
09-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Mala,14.983,45.444,Al Mashhad Al Yemeni - Pro-Hadi; Yemen Data Project; Yemeni Army; 26 September News,Local partner-National,10,1644873439
09-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),,7,78,Middle East,Yemen,Ar Raqw,17.255,43.203,Al Masirah; Yemen Data Project; Yemen Press Agency,Local partner-National,2,1644873439
10-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Saudi Press Agency; Yemen Data Project; Yemen Window; Yemen Monitor,Local partner-National,6,1644873439
10-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Yemen Monitor; Yemen Data Project; Yemen Window; Saudi Press Agency,Local partner-National,6,1644873439
10-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Sadah,16.94,43.764,Saudi Press Agency; Yemen Data Project,Local partner-National,10,1644873439
10-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Operation Restoring Hope,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Harad,16.41,43.059,Yemen Monitor; Yemen Data Project; Yemen Window,Local partner-National,6,1644873439
10-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Al Anin,13.536,43.871,Yemen Data Project; Taizz News,Local partner-National,3,1644873439
10-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Al Qaidah (Al Anin Front),13.546,43.841,Taizz News; Yemen Data Project,Local partner-National,4,1644873439
10-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Wahir,13.545,43.878,Taizz News; Yemen Data Project,Local partner-National,3,1644873439
10-Feb-22,2022,Battles,Armed clash,Unidentified Tribal Militia (Yemen),,4,Unidentified Tribal Militia (Yemen),,4,44,Middle East,Yemen,Khaywan,16.28,44.066,Al Sahil Al Gharbi; Yemen Data Project; Al Masdar,Local partner-National,1,1646084036
11-Feb-22,2022,Violence against civilians,Attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),,7,78,Middle East,Yemen,Ar Raqw,17.255,43.203,Ansar Allah; Yemen Data Project,Local partner-National,1,1644873439
11-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Yemen),,3,Military Forces of Yemen (2012-),,1,13,Middle East,Yemen,Thamud,17.3,49.917,Yemen Data Project; Watan News; South24,Local partner-National,1,1645477134
11-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Jabal al Hasnin,16.377,43.13,Al Nabba Al Yemeni; Yemen Data Project; Al Midan Al Yemeni; Xinhua; Hayrout; Twitter,Local partner-National,10,1645477134
11-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Al Mihsam Camp,16.412,43.096,Al Midan Al Yemeni; Twitter; Hayrout; Xinhua; Yemen Data Project; Al Nabba Al Yemeni,Local partner-National,10,1645477134
11-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Jabal al Hayjah,16.43,43.141,Twitter; Al Nabba Al Yemeni; Yemen Data Project; Hayrout; Al Midan Al Yemeni; Xinhua,Local partner-National,9,1645477134
11-Feb-22,2022,Violence against civilians,Attack,STC: Southern Transitional Council (Security Belt Forces),,2,Civilians (Yemen),,7,27,Middle East,Yemen,Lawdar,13.883,45.869,Yemen Data Project; Al Mawqea,Local partner-National,1,1645477134
11-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Yemen Window; Xinhua; Yemen Data Project; Twitter,Local partner-National,9,1645477134
11-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Yemen Window; Yemen Data Project,Local partner-National,10,1645477134
11-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Harib Junction,14.93,45.52,Yemen Data Project; Yemen TV; Khabar News Agency (Yemen),Local partner-National,4,1646084036
12-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,National Resistance Forces,,3,Civilians (Yemen),,7,37,Middle East,Yemen,Al Musallab,14.162,43.267,Yemen Data Project; Ansar Allah,Local partner-National,1,1645477134
12-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Bayt al Hashshash,13.991,43.431,Yemen Window; Yemen Data Project,Local partner-National,1,1645477134
12-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Xinhua; Twitter; Hayrout; Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,10,1645477134
12-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Xinhua; Twitter; Yemen Data Project; Khabar News Agency (Yemen); Hayrout,Local partner-National,9,1645477134
12-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Harad,16.41,43.059,Twitter; Khabar News Agency (Yemen); Yemen Data Project; Xinhua,Local partner-National,9,1645477134
12-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Hawthalah,16.391,43.123,Yemen Data Project; Hayrout; Khabar News Agency (Yemen); Twitter; Xinhua,Local partner-National,10,1645477134
12-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Jabal al Hasnin,16.377,43.13,Xinhua; Yemen Data Project; Twitter; Hayrout; Khabar News Agency (Yemen),Local partner-National,9,1645477134
12-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,AQAP: Al Qaeda in the Arabian Peninsula,,2,Military Forces of Yemen (2016-) Supreme Political Council,,1,12,Middle East,Yemen,As Sawmaah,14.085,45.801,Twitter,New media,10,1645477134
13-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Happy Yemen Brigades; Operation Restoring Hope,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Harad,16.41,43.059,Khabar News Agency (Yemen); Bawabati; Yemen Data Project,Local partner-National,10,1645477134
13-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Happy Yemen Brigades; Operation Restoring Hope,1,11,Middle East,Yemen,Hawthalah,16.391,43.123,Bawabati; Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,10,1645477134
13-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Ar Ramah,17.392,43.252,Yemen Data Project; Twitter; Al Mawqea,Local partner-National,5,1645477134
13-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,As Silah,17.381,43.255,Al Mawqea; Yemen Data Project; Twitter,Local partner-National,5,1645477134
14-Feb-22,2022,Battles,Armed clash,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Al Jarrahi,14.133,43.388,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,5,1645477134
14-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Abs,16.003,43.197,Yemeni Army; Yemen Data Project; Aden al Ghad,Local partner-National,5,1645477134
14-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Yemeni Army; Aden al Ghad; Yemen Data Project,Local partner-National,5,1645477134
14-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1645477134
14-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Bani az Zayn,16.254,43.022,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,2,1645477134
14-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Jabal ar Radhah,15.145,45.476,Al Mawqea; Yemen Data Project,Local partner-National,5,1645477134
14-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Giants Brigade,,3,13,Middle East,Yemen,Mala,14.983,45.444,Twitter; Al Mawqea; Yemen Data Project,Local partner-National,5,1645477134
14-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Al Lujumah,15.242,45.458,Yemen Data Project; Al Mawqea,Local partner-National,5,1645477134
14-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Qarn al Bur,15.218,45.457,Yemen Data Project; Al Mawqea,Local partner-National,5,1645477134
14-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Az Zur,15.409,45.188,Al Mawqea; Yemen Data Project,Local partner-National,5,1645477134
14-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Giants Brigade,,3,13,Middle East,Yemen,Jabal Dihmah,15.012,45.695,Twitter; Al Mawqea; Yemen Data Project,Local partner-National,5,1645477134
14-Feb-22,2022,Battles,Armed clash,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Barashah,13.847,43.532,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,5,1645477134
14-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Wadi al Jufrah (North),15.833,44.939,Mareb Press,Subnational,10,1645477134
15-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Al Fakhir,13.867,44.6,Khabar News Agency (Yemen); Yemen Data Project; Xinhua,Local partner-National,4,1645477134
15-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Al Jubb,13.831,44.601,Yemen Data Project; Khabar News Agency (Yemen); Xinhua,Local partner-National,3,1645477134
15-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Subayra,13.838,44.588,Yemen Data Project; Xinhua; Khabar News Agency (Yemen),Local partner-National,3,1645477134
15-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,National Resistance Forces,,3,Civilians (Yemen),,7,37,Middle East,Yemen,At Tuhayta,14.184,43.226,Al Masdar; Ansar Allah; Yemen Data Project,Local partner-National,3,1645477134
15-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),Labour Group (Yemen),7,78,Middle East,Yemen,As Safiyah,16.086,44.406,Yemen Data Project; Ansar Allah,Local partner-National,1,1645477134
15-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Saudi Press Agency; Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1645477134
15-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Popular Resistance,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Qarn al Bur,15.218,45.457,Al Mawqea; Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,10,1645477134
15-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Saudi Press Agency,Regional,10,1645477134
16-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2012-),Popular Resistance,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Jabal Nudhud,16.083,45.583,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1645477134
16-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Abs,16.003,43.197,Yemen Data Project; Aden al Ghad; Khabar News Agency (Yemen),Local partner-National,10,1645477134
16-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Al Hijawarah,16.372,43.02,Twitter; Al Nabba Al Yemeni; Yemen Data Project; Yemen Monitor,Local partner-National,3,1645477134
16-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Al Malahit Junction,16.469,43.019,Yemen Data Project; Twitter; Al Nabba Al Yemeni,Local partner-National,3,1645477134
16-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Al Mamal,16.344,43.098,Yemen Data Project; Twitter; Yemen Monitor; Al Nabba Al Yemeni,Local partner-National,2,1645477134
16-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Hasamah,16.367,43.081,Twitter; Yemen Monitor; Yemen Data Project; Al Nabba Al Yemeni,Local partner-National,2,1645477134
16-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Al Fulayhah,15.182,45.462,Yemen Monitor; Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1645477134
16-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Popular Resistance,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Al Fulayhah,15.182,45.462,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,3,1645477134
16-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Popular Resistance,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Qarn al Bur,15.218,45.457,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,3,1645477134
