EVENT_DATE,YEAR,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,LOCATION,LATITUDE,LONGITUDE,SOURCE,SOURCE_SCALE,FATALITIES,TIMESTAMP
18-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Al Jarrahi,14.133,43.388,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,5,1643061508
18-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Al Marir,13.982,43.596,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,5,1643061508
18-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),,7,78,Middle East,Yemen,Sharq,14.908,45.421,Twitter; Al Masirah; Yemen Data Project,Local partner-National,3,1643061508
18-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Khabar News Agency (Yemen); Yemen Data Project; Saudi Press Agency,Local partner-National,10,1644873439
18-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Barashah,13.847,43.532,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1645477134
19-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Abs,16.003,43.197,26 September News - Pro-Hadi; Al Mawqea; Yemen Data Project,Local partner-National,10,1643061508
19-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Popular Resistance,1,11,Middle East,Yemen,Jabal ar Radhah,15.145,45.476,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,10,1643061508
19-Jan-22,2022,Battles,Armed clash,Giants Brigade,Operation Restoring Hope,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Harib,14.932,45.504,Yemen Data Project; Al Masirah,Local partner-National,13,1643061508
19-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Operation Restoring Hope,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Ar,17.294,43.719,Al Mashhad Al Yemeni - Pro-Hadi; Khabar News Agency (Yemen),National,3,1643061508
19-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Operation Restoring Hope,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Naqah,17.318,43.781,26 September News; Al Mashhad Al Yemeni - Pro-Hadi; Khabar News Agency (Yemen),National,3,1643061508
19-Jan-22,2022,Battles,Armed clash,Giants Brigade,Operation Restoring Hope,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Al Hajab,14.852,45.529,Al Masirah; Yemen Data Project,Local partner-National,12,1643061508
19-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Jabal Judur,14.988,45.56,Twitter; Al Mashhad Al Yemeni - Pro-Hadi; Yemen Data Project; Xinhua; Al Omanaa; Aden al Ghad; Ansar Allah,Local partner-National,5,1643061508
19-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Manawa,14.951,45.587,Al Mashhad Al Yemeni - Pro-Hadi; Yemen Data Project; Crater Sky,Local partner-National,1,1643061508
19-Jan-22,2022,Battles,Armed clash,Giants Brigade,,3,Unidentified Communal Militia (Yemen),,4,34,Middle East,Yemen,Bayhan al Ulya,14.802,45.721,Al Janoob al Youm; Twitter; Aden al Ghad; Yemen Data Project,Local partner-National,2,1643061508
19-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),Students (Yemen),7,17,Middle East,Yemen,Hujaynah,13.466,43.785,Yemen Data Project; 2 December News; Aden al Ghad,Local partner-National,1,1643061508
19-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),,7,78,Middle East,Yemen,Al Hajab,14.852,45.529,Twitter,New media,2,1643061509
19-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Yemen Data Project; Saudi Press Agency; Khabar News Agency (Yemen),Local partner-National,10,1644873439
19-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Popular Resistance,1,11,Middle East,Yemen,Al Fulayhah,15.182,45.462,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1644886947
20-Jan-22,2022,Battles,Government regains territory,Military Forces of Yemen (2012-),Operation Restoring Hope,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Ar,17.294,43.719,Al Mashhad Al Yemeni - Pro-Hadi; Yemeni Army; Khabar News Agency (Yemen),Other-National,2,1643061508
20-Jan-22,2022,Battles,Government regains territory,Military Forces of Yemen (2012-),Operation Restoring Hope,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Naqah,17.318,43.781,Khabar News Agency (Yemen); Al Mashhad Al Yemeni - Pro-Hadi; Yemeni Army,Other-National,2,1643061508
20-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Jabal Taybat al Asim,17.119,44.741,Al Mashhad Al Yemeni - Pro-Hadi,National,4,1643061509
20-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Al Jarrahi,14.133,43.388,Khabar News Agency (Yemen),National,5,1643061509
20-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Al Marir,13.982,43.596,Khabar News Agency (Yemen),National,5,1643061509
20-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Al Yatimah,16.989,45.051,Khabar News Agency (Yemen),National,1,1643061509
20-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,Civilians (Yemen),1,18,Middle East,Yemen,Al Hudaydah - Telecom Yemen,14.8,42.95,Ansar Allah; Al Mashhad Al Yemeni - Pro-Hadi; Twitter; Al Masirah,New media-National,3,1643668928
20-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),,7,78,Middle East,Yemen,Wadi Khaywan,16.267,44.106,Yemen News Agency (SABA) - Pro-Houthi; Yemen Data Project; Al Masirah,Local partner-National,1,1644270497
20-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Khabar News Agency (Yemen); Al Mashhad Al Yemeni - Pro-Hadi,National,10,1644873439
20-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope; Popular Resistance,1,11,Middle East,Yemen,Al Fulayhah,15.182,45.462,Khabar News Agency (Yemen); Al Mashhad Al Yemeni - Pro-Hadi; Twitter,New media-National,5,1645477134
20-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Popular Resistance; Operation Restoring Hope,1,11,Middle East,Yemen,Qarn al Bur,15.218,45.457,Twitter; Al Mashhad Al Yemeni - Pro-Hadi; Khabar News Agency (Yemen),New media-National,5,1645477134
20-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Barashah,13.847,43.532,Khabar News Agency (Yemen),National,14,1645477134
20-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Southern Resistance,STC: Southern Transitional Council (Security Belt Forces),3,13,Middle East,Yemen,Bani Bakr,13.933,45.267,Al Masdar; Khabar News Agency (Yemen),National,9,1646084036
21-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Hays,13.932,43.483,Aden al Ghad,National,1,1643061509
21-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Wadi ad Daqiq,15.067,45.817,Khabar News Agency (Yemen),National,1,1643061509
21-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),Prisoners (Yemen); Civilians (Ethiopia); Prisoners (Ethiopia); Migrants (Ethiopia),7,78,Middle East,Yemen,As Sahn,16.926,43.737,Mwatana; Twitter; AP; Al Mushahid,Other-New media,87,1643668928
21-Jan-22,2022,Battles,Armed clash,Giants Brigade,Operation Restoring Hope,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Al Hajab,14.852,45.529,Yemen Press Agency; Al Mashhad Al Yemeni - Pro-Hadi; Yemen Data Project,Local partner-National,30,1643668928
21-Jan-22,2022,Battles,Armed clash,Giants Brigade,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Harib,14.932,45.504,Yemen Data Project; Hayrout,Local partner-National,10,1644270497
21-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,AQAP: Al Qaeda in the Arabian Peninsula,,2,Military Forces of Yemen (2016-) Supreme Political Council,,1,12,Middle East,Yemen,Tiyab,14.149,45.469,Twitter,New media,10,1644270498
21-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Khabar News Agency (Yemen); Crater Sky,National,10,1644873439
22-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,STC: Southern Transitional Council (Security Belt Forces),Southern Resistance,2,12,Middle East,Yemen,Bani Bakr,13.933,45.267,Yemen Window; Yemen Data Project,Local partner-National,11,1643668928
22-Jan-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),Giants Brigade,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Harib,14.932,45.504,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1643668928
22-Jan-22,2022,Battles,Armed clash,Giants Brigade,Operation Restoring Hope,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Al Hajab,14.852,45.529,Yemen Press Agency; Yemen Data Project,Local partner-National,30,1643668928
22-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Giants Brigade,,3,13,Middle East,Yemen,Al Hajab,14.852,45.529,Yemen Data Project; Yemen Press Agency,Local partner-National,10,1643668928
22-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),Labour Group (Yemen),7,17,Middle East,Yemen,Al Hudaydah - Kilu 10,14.779,43.032,26 September News - Pro-Houthi; Yemen Data Project; Aden al Ghad,Local partner-National,2,1644270497
22-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Al Omanaa; Aden al Ghad; Crater Sky; Yemen Data Project,Local partner-National,10,1644873439
22-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Jabal Umm Rish,15.144,45.412,Al Sahwah; Yemen Data Project,Local partner-National,5,1644886947
22-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Mila,15.094,45.403,Yemen Data Project; Al Sahwah,Local partner-National,5,1644886947
23-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),Farmers (Yemen),7,17,Middle East,Yemen,Al Hanjalah,13.922,43.387,Aden al Ghad; Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,2,1643668928
23-Jan-22,2022,Battles,Armed clash,Giants Brigade,Military Forces of Yemen (2012-),3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Aqabat al Mablaqah,14.889,45.631,Yemeni Army; Twitter,Other-New media,10,1643668928
